category_id,name,depth,parent_id,wikipedia_page_id,wikipedia_url,wikidata_iri,has_extract,n_concepts,n_children,extract_preview
entities-in-belief-systems,Major religious groups,4,belief-systems,348450,https://en.wikipedia.org/?curid=348450,wd:Q6957341,0,0,0,
topics-in-belief-systems,Major religious groups,4,belief-systems,348450,https://en.wikipedia.org/?curid=348450,wd:Q6957341,0,0,0,
majoritarianism,Majoritarianism,4,political-ideologies,617451,https://en.wikipedia.org/?curid=617451,wd:Q1327574,1,0,0,"Majoritarianism is a political philosophy or ideology with an agenda asserting that a majority, whether based on a religion, language, social class, or other category of the population, is entitled to"
malacology,Malacology,4,zoology,353091,https://en.wikipedia.org/?curid=353091,wd:Q190993,1,0,0,"Malacology, from Ancient Greek μαλακός (malakós), meaning ""soft"", and λόγος (lógos), meaning ""study"", is the branch of invertebrate zoology that deals with the study of the Mollusca (molluscs or mollu"
mammalogy,Mammalogy,4,zoology,438758,https://en.wikipedia.org/?curid=438758,wd:Q183904,1,0,0,"In zoology, mammalogy, from Latin mamma, meaning ""breast"", and -logy from λόγος (lógos), meaning ""study"", is the study of mammals – a class of vertebrates with characteristics such as homeothermic met"
management-accounting,Management accounting,4,accounting,42272,https://en.wikipedia.org/?curid=42272,wd:Q2990807,1,6,0,"In management accounting or managerial accounting, managers use accounting information in decision-making and to assist in the management and performance of their control functions."
managerial-economics,Managerial economics,4,microeconomics,523104,https://en.wikipedia.org/?curid=523104,wd:Q3297447,1,0,0,"Managerial economics is a branch of economics involving the application of economic methods in the organizational decision-making process. Economics is the study of the production, distribution, and c"
manifolds,Manifold,4,topology,2073470,https://en.wikipedia.org/?curid=2073470,wd:Q203920,1,46,0,"In mathematics, a manifold is a topological space that locally resembles Euclidean space near each point. More precisely, an 
  
    
      
        n
      
    
    {\displaystyle n}
  
-dimensional"
entities-in-manufacturing-engineering,Manufacturing engineering,4,manufacturing-engineering,11200529,https://en.wikipedia.org/?curid=11200529,wd:Q11049265,1,0,0,"Manufacturing engineering or production engineering is a branch of professional engineering that shares many common concepts and ideas with other fields of engineering such as mechanical, chemical, el"
topics-in-manufacturing-engineering,Manufacturing engineering,4,manufacturing-engineering,11200529,https://en.wikipedia.org/?curid=11200529,wd:Q11049265,1,1,0,"Manufacturing engineering or production engineering is a branch of professional engineering that shares many common concepts and ideas with other fields of engineering such as mechanical, chemical, el"
many-valued-logic,Many-valued logic,4,non-classical-logic,38024,https://en.wikipedia.org/?curid=38024,wd:Q185502,1,12,0,"Many-valued logic (also multi- or multiple-valued logic) is a propositional calculus in which there are more than two truth values. Traditionally, in Aristotle's logical calculus, there were only two "
entities-in-marine-biology,Marine biology,4,marine-biology,20021,https://en.wikipedia.org/?curid=20021,wd:Q7173,1,0,0,"Marine biology is the scientific study of the biology of marine life, organisms that inhabit the sea. Given that in biology many phyla, families and genera have some species that live in the sea and o"
topics-in-marine-biology,Marine biology,4,marine-biology,20021,https://en.wikipedia.org/?curid=20021,wd:Q7173,1,135,0,"Marine biology is the scientific study of the biology of marine life, organisms that inhabit the sea. Given that in biology many phyla, families and genera have some species that live in the sea and o"
marine-chemistry,Marine chemistry,4,oceanography,23423919,https://en.wikipedia.org/?curid=23423919,wd:Q7076133,1,0,0,"Marine chemistry, also known as ocean chemistry or chemical oceanography, is the study of the chemical composition and processes of the world’s oceans, including the interactions between seawater, the"
entities-in-marine-engineering,Marine engineering,4,marine-engineering,3552729,https://en.wikipedia.org/?curid=3552729,wd:Q118291,1,1,0,"Marine engineering is the engineering of watercrafts, ocean systems, and ocean structures. After completing this degree, one can join a ship as an officer in the engine department and eventually rise "
topics-in-marine-engineering,Marine engineering,4,marine-engineering,3552729,https://en.wikipedia.org/?curid=3552729,wd:Q118291,1,19,0,"Marine engineering is the engineering of watercrafts, ocean systems, and ocean structures. After completing this degree, one can join a ship as an officer in the engine department and eventually rise "
marine-geology,Marine geology,4,oceanography,1819715,https://en.wikipedia.org/?curid=1819715,wd:Q1050578,1,38,0,"Marine geology or geological oceanography is the study of the history and structure of the ocean floor. It involves geophysical, geochemical, sedimentological and paleontological investigations of the"
marine-propulsion,Marine propulsion,4,marine-engineering,8379893,https://en.wikipedia.org/?curid=8379893,wd:Q11482290,1,6,0,"Marine propulsion is the mechanism or system used to generate thrust to move a watercraft through water. While paddles and sails are still used on some smaller boats, most modern ships are propelled b"
maritime-transport,Maritime transport,4,transportation-engineering,28769,https://en.wikipedia.org/?curid=28769,wd:Q155930,1,44,0,"Maritime transport (or ocean transport) or more generally waterborne transport, is the transport of people (passengers) or goods (cargo) via waterways. Freight transport by watercraft has been widely "
markets,Market (economics),4,macroeconomics,3736784,https://en.wikipedia.org/?curid=3736784,wd:Q37654,1,91,0,"In economics, a market is a composition of systems, institutions, procedures, social relations or infrastructures whereby parties engage in exchange. While parties may exchange goods and services by b"
entities-in-marketing,Marketing,4,marketing,59252,https://en.wikipedia.org/?curid=59252,wd:Q39809,1,0,0,"Marketing is the act of acquiring, satisfying and retaining customers. It is one of the primary components of business management and commerce.
Marketing is usually conducted by the seller, typically "
topics-in-marketing,Marketing,4,marketing,59252,https://en.wikipedia.org/?curid=59252,wd:Q39809,1,9,0,"Marketing is the act of acquiring, satisfying and retaining customers. It is one of the primary components of business management and commerce.
Marketing is usually conducted by the seller, typically "
marketing-management,Marketing management,4,marketing,241637,https://en.wikipedia.org/?curid=241637,wd:Q1143466,1,0,0,"Marketing management is the strategic organizational discipline that focuses on the practical application of marketing orientation, techniques and methods inside enterprises and organizations and on t"
marxian-economics,Marxian economics,4,macroeconomics,42824033,https://en.wikipedia.org/?curid=42824033,wd:Q854537,1,7,0,"Marxian economics, or the Marxian school of economics, is a heterodox school of political economic thought. Its foundations can be traced back to Karl Marx's critique of political economy. However, un"
marxism,Marxism,4,political-ideologies,1904053,https://en.wikipedia.org/?curid=1904053,wd:Q7264,1,24,0,"Marxism is a political philosophy and method of socioeconomic analysis that uses a dialectical materialist interpretation of historical development, known as historical materialism, to understand clas"
entities-in-mass-communication,Mass communication,4,mass-communication,1605735,https://en.wikipedia.org/?curid=1605735,wd:Q853710,1,1,0,Mass communication is the process of communicating and exchanging information through mass media to large population segments. It utilizes various forms of media as technology has made the disseminati
topics-in-mass-communication,Mass communication,4,mass-communication,1605735,https://en.wikipedia.org/?curid=1605735,wd:Q853710,1,81,0,Mass communication is the process of communicating and exchanging information through mass media to large population segments. It utilizes various forms of media as technology has made the disseminati
mass-media,Mass media,4,mass-communication,19641,https://en.wikipedia.org/?curid=19641,wd:Q11033,1,7,0,"Mass media refers to the forms of media that reach large audiences via mass communication. It includes broadcast media, digital media, print media, social media, streaming media, advertising, and even"
